scene_id,sp_id,spatial_config,ttc_risk,spatial_agree,ttc_agree
Scene_scene_0655_021,SP_scene_0655_021_29bc355536da,RightPreceding,Medium,,
Scene_scene_0655_021,SP_scene_0655_021_79554d230bce,,Medium,,
Scene_scene_0655_021,SP_scene_0655_021_6d10cf7e74f4,RightPreceding,Medium,,
Scene_scene_0655_021,SP_scene_0655_021_ea0c100c3400,RightPreceding,,,
Scene_scene_0655_006,SP_scene_0655_006_8cb4f0a7976a,RightPreceding,High,,
Scene_scene_0655_006,SP_scene_0655_006_56e210bf3c33,RightFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_bdbe9e591194,LeftPreceding,Medium,,
Scene_scene_0655_006,SP_scene_0655_006_b8e39bd337dd,LeftPreceding,Medium,,
Scene_scene_0655_006,SP_scene_0655_006_a2020742cebf,,Low,,
Scene_scene_0655_006,SP_scene_0655_006_efcfa08a431c,RightFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_945a9b16ed0d,LeftPreceding,Medium,,
Scene_scene_0655_006,SP_scene_0655_006_176642732972,RightPreceding,Low,,
Scene_scene_0655_006,SP_scene_0655_006_84d1b1b8ba7b,LeftPreceding,High,,
Scene_scene_0655_006,SP_scene_0655_006_38ad64933993,,Low,,
Scene_scene_0655_006,SP_scene_0655_006_1607e0a9e8c9,,Low,,
Scene_scene_0655_006,SP_scene_0655_006_9b74d1dce446,RightPreceding,,,
Scene_scene_0655_006,SP_scene_0655_006_ec45da808998,RightAlongside,Low,,
Scene_scene_0655_006,SP_scene_0655_006_c380d153de92,,Low,,
Scene_scene_0655_006,SP_scene_0655_006_9e155d308ba6,RightAlongside,,,
Scene_scene_0655_006,SP_scene_0655_006_76c022434b0f,RightFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_384c651f2356,RightPreceding,Low,,
Scene_scene_0655_006,SP_scene_0655_006_309d9193a6e3,,,,
Scene_scene_0655_006,SP_scene_0655_006_ed6ff4af8509,RightAlongside,Medium,,
Scene_scene_0655_006,SP_scene_0655_006_089896b5f669,LeftPreceding,Low,,
Scene_scene_0655_006,SP_scene_0655_006_34fb79f40bc6,Following,,,
Scene_scene_0655_006,SP_scene_0655_006_b16a832f09d6,LeftPreceding,Medium,,
Scene_scene_0655_006,SP_scene_0655_006_9980d7694ac5,RightFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_a6f5ce52fc55,RightPreceding,Low,,
Scene_scene_0655_006,SP_scene_0655_006_e8d86b1676e3,RightFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_b8777fcfd114,RightFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_166553ede088,,Low,,
Scene_scene_0655_006,SP_scene_0655_006_b66521daf190,RightAlongside,High,,
Scene_scene_0655_006,SP_scene_0655_006_cb18de9860b5,RightPreceding,Medium,,
Scene_scene_0655_006,SP_scene_0655_006_e48657e5741c,RightFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_a77e08f47b57,RightPreceding,Low,,
Scene_scene_0655_006,SP_scene_0655_006_3658a3058c3a,RightFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_1af8581891f2,RightPreceding,Medium,,
Scene_scene_0655_006,SP_scene_0655_006_e84261e424c8,,,,
Scene_scene_0655_006,SP_scene_0655_006_d8b1baafe051,,,,
Scene_scene_0655_006,SP_scene_0655_006_958983899bcf,RightPreceding,Medium,,
Scene_scene_0655_006,SP_scene_0655_006_e5249b30e163,RightPreceding,,,
Scene_scene_0655_006,SP_scene_0655_006_24e15799f159,RightFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_0e341129ba70,RightPreceding,Low,,
Scene_scene_0655_006,SP_scene_0655_006_451d31de8c5b,RightFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_f1e3e3acd590,RightFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_8a1db0af2108,LeftPreceding,Low,,
Scene_scene_0655_006,SP_scene_0655_006_9541562e4dd3,,Low,,
Scene_scene_0655_006,SP_scene_0655_006_6df475a7022a,,Low,,
Scene_scene_0655_006,SP_scene_0655_006_d07510b01aed,LeftPreceding,High,,
Scene_scene_0655_006,SP_scene_0655_006_efc7204aa160,,,,
Scene_scene_0655_006,SP_scene_0655_006_bb2ac4f24231,RightPreceding,Medium,,
Scene_scene_0655_006,SP_scene_0655_006_3ef013b58de3,RightPreceding,Medium,,
Scene_scene_0655_006,SP_scene_0655_006_fb41204bec48,LeftPreceding,,,
Scene_scene_0655_006,SP_scene_0655_006_a3598c240d4c,,,,
Scene_scene_0655_006,SP_scene_0655_006_c621c6db9b66,LeftFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_8945ccf2b302,,Low,,
Scene_scene_0655_006,SP_scene_0655_006_7cc9743a232e,RightFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_806d3d6f3513,RightPreceding,Medium,,
Scene_scene_0655_006,SP_scene_0655_006_567a6fb22fb4,RightPreceding,Low,,
Scene_scene_0655_006,SP_scene_0655_006_eec264a8c3b0,RightPreceding,,,
Scene_scene_0655_006,SP_scene_0655_006_f82459dae898,RightFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_263f9c03fa99,RightFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_0aefa71aa607,RightFollowing,,,
Scene_scene_0655_006,SP_scene_0655_006_cef1b03ad890,RightPreceding,Low,,
Scene_scene_0553_036,SP_scene_0553_036_8d0709d1db99,RightPreceding,,,
Scene_scene_0553_036,SP_scene_0553_036_4c203f75b8d4,RightPreceding,,,
Scene_scene_0553_036,SP_scene_0553_036_9711383a8f5b,,,,
Scene_scene_0553_036,SP_scene_0553_036_53c5305a368d,,,,
Scene_scene_0553_036,SP_scene_0553_036_363c10eca351,,,,
Scene_scene_0553_036,SP_scene_0553_036_d00749282e82,RightPreceding,,,
Scene_scene_0553_036,SP_scene_0553_036_80b8de3b7093,RightAlongside,,,
Scene_scene_0553_036,SP_scene_0553_036_e8e2e724b2bf,RightFollowing,,,
Scene_scene_0553_036,SP_scene_0553_036_47aadc0c854f,RightPreceding,,,
Scene_scene_0553_036,SP_scene_0553_036_75b2d615ae51,RightFollowing,,,
Scene_scene_0553_036,SP_scene_0553_036_c612ac350e6b,RightPreceding,,,
Scene_scene_0553_036,SP_scene_0553_036_26755270451b,RightFollowing,,,
Scene_scene_0553_036,SP_scene_0553_036_51c941bd256e,LeftFollowing,,,
Scene_scene_0553_036,SP_scene_0553_036_8d84af61208e,RightFollowing,,,
Scene_scene_0553_036,SP_scene_0553_036_64ff2b22ba2b,,,,
Scene_scene_0553_036,SP_scene_0553_036_ae9d66ffe376,Following,,,
Scene_scene_0553_036,SP_scene_0553_036_3a3ebc196434,,,,
Scene_scene_0553_036,SP_scene_0553_036_02ba14a40586,,,,
Scene_scene_0553_036,SP_scene_0553_036_61f35c123df3,Following,,,
Scene_scene_0553_036,SP_scene_0553_036_b333310040ef,,,,
Scene_scene_0553_036,SP_scene_0553_036_e839a29eac0b,,,,
Scene_scene_0553_036,SP_scene_0553_036_c83cb06fa233,,Low,,
Scene_scene_0553_036,SP_scene_0553_036_c37c89fcc369,,Low,,
Scene_scene_0553_036,SP_scene_0553_036_fd500f3c6e2f,LeftFollowing,,,
Scene_scene_0553_036,SP_scene_0553_036_e3756358250e,RightFollowing,,,
Scene_scene_0553_036,SP_scene_0553_036_f1aa6c60b162,RightAlongside,,,
Scene_scene_0553_036,SP_scene_0553_036_e392d4885fd2,LeftFollowing,,,
Scene_scene_0553_036,SP_scene_0553_036_65403b95054f,RightPreceding,,,
Scene_scene_0553_036,SP_scene_0553_036_64e02920b1d8,,,,
Scene_scene_0553_036,SP_scene_0553_036_2f0e4e3017bb,RightPreceding,,,
Scene_scene_0553_036,SP_scene_0553_036_81eb10da83a2,RightFollowing,,,
Scene_scene_0553_036,SP_scene_0553_036_5f75e8dd8a1a,,,,
Scene_scene_0553_036,SP_scene_0553_036_c4bf8d88ce6e,RightFollowing,,,
Scene_scene_0553_036,SP_scene_0553_036_4ba5c2685e8b,RightFollowing,,,
Scene_scene_0553_036,SP_scene_0553_036_9eeae83b8143,RightPreceding,,,
Scene_scene_0553_036,SP_scene_0553_036_eb21e0dc1349,,,,
Scene_scene_0553_036,SP_scene_0553_036_2003f23c50e9,Following,,,
Scene_scene_0553_036,SP_scene_0553_036_ebc1b057a918,,,,
Scene_scene_0553_036,SP_scene_0553_036_0ea38a70fd2e,RightPreceding,,,
Scene_scene_0553_036,SP_scene_0553_036_a89bf062278b,,,,
Scene_scene_0553_036,SP_scene_0553_036_b956e618e3ce,,Low,,
Scene_scene_0553_036,SP_scene_0553_036_b0148aa7a3d6,RightPreceding,,,
Scene_scene_0553_036,SP_scene_0553_036_140ccfa8e1c8,RightFollowing,,,
Scene_scene_0553_036,SP_scene_0553_036_cdef45cb318c,LeftAlongside,,,
Scene_scene_0553_036,SP_scene_0553_036_ef4148fd0611,,,,
Scene_scene_0103_033,SP_scene_0103_033_40465f69677f,RightPreceding,Medium,,
Scene_scene_0103_033,SP_scene_0103_033_bac0443d7be8,LeftFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_a79fcb32994a,RightFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_721829f612ab,LeftPreceding,Low,,
Scene_scene_0103_033,SP_scene_0103_033_d5409ca89732,,,,
Scene_scene_0103_033,SP_scene_0103_033_3e521841352f,RightPreceding,Low,,
Scene_scene_0103_033,SP_scene_0103_033_dcfc5a5b6a90,RightFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_bc45bfb92737,RightAlongside,Low,,
Scene_scene_0103_033,SP_scene_0103_033_53489393ef8b,RightPreceding,Medium,,
Scene_scene_0103_033,SP_scene_0103_033_ad562bb7e9b2,RightFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_7dbd366c8b93,LeftPreceding,Low,,
Scene_scene_0103_033,SP_scene_0103_033_a13aec39aaf3,RightFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_3047227016a2,,,,
Scene_scene_0103_033,SP_scene_0103_033_688590a13b0a,RightPreceding,Low,,
Scene_scene_0103_033,SP_scene_0103_033_e0d837effd8d,RightPreceding,Low,,
Scene_scene_0103_033,SP_scene_0103_033_7a2bd3544506,,,,
Scene_scene_0103_033,SP_scene_0103_033_c27074ec6aa9,LeftFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_1c5f03dba0b2,RightPreceding,Medium,,
Scene_scene_0103_033,SP_scene_0103_033_874e6b33ccf6,,,,
Scene_scene_0103_033,SP_scene_0103_033_299c0a954f69,LeftFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_4b554b006fb2,LeftFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_ff9db860f692,RightPreceding,Medium,,
Scene_scene_0103_033,SP_scene_0103_033_b5e37c3312ab,,Low,,
Scene_scene_0103_033,SP_scene_0103_033_bc42a8831005,RightPreceding,Medium,,
Scene_scene_0103_033,SP_scene_0103_033_911ead8c1bc8,RightFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_9a0eb8529a08,LeftFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_1038d4e5898c,,,,
Scene_scene_0103_033,SP_scene_0103_033_06f87e2ac544,,,,
Scene_scene_0103_033,SP_scene_0103_033_1b74348028bc,RightPreceding,High,,
Scene_scene_0103_033,SP_scene_0103_033_844d43cffc42,RightPreceding,Medium,,
Scene_scene_0103_033,SP_scene_0103_033_d4942571c6fb,LeftFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_f24ee0f1645f,LeftPreceding,High,,
Scene_scene_0103_033,SP_scene_0103_033_2080557263f6,LeftPreceding,Medium,,
Scene_scene_0103_033,SP_scene_0103_033_161bfa3af0c1,LeftPreceding,Medium,,
Scene_scene_0103_033,SP_scene_0103_033_6198e3b2103f,,,,
Scene_scene_0103_033,SP_scene_0103_033_55f3a8913a78,RightFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_64ef24bf63b2,,,,
Scene_scene_0103_033,SP_scene_0103_033_270c26e425bd,RightPreceding,High,,
Scene_scene_0103_033,SP_scene_0103_033_6df500d2ed6c,LeftFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_7b43d405d279,LeftPreceding,High,,
Scene_scene_0103_033,SP_scene_0103_033_68596e2ddabf,RightPreceding,Medium,,
Scene_scene_0103_033,SP_scene_0103_033_5d6135c27a78,RightFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_0772ee9b5984,RightPreceding,High,,
Scene_scene_0103_033,SP_scene_0103_033_5b73f518f1da,LeftPreceding,Medium,,
Scene_scene_0103_033,SP_scene_0103_033_c57897fcb100,RightFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_c15100cb5ff3,LeftFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_700a5f5274e6,LeftPreceding,Low,,
Scene_scene_0103_033,SP_scene_0103_033_343ea5f5d158,RightPreceding,Low,,
Scene_scene_0103_033,SP_scene_0103_033_ccb972d8ef98,RightFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_49653850b174,RightFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_b9ea1f3f2830,RightFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_ebf14fafa5e8,RightFollowing,,,
Scene_scene_0103_033,SP_scene_0103_033_d861e6e3f170,RightPreceding,Medium,,
Scene_scene_0103_033,SP_scene_0103_033_f68e48f5a5c2,LeftAlongside,Low,,
Scene_scene_0103_033,SP_scene_0103_033_da695e76c409,RightPreceding,High,,
Scene_scene_0103_033,SP_scene_0103_033_5e1af1086039,RightAlongside,,,
Scene_scene_1100_014,SP_scene_1100_014_541a7a65ec00,LeftFollowing,,,
Scene_scene_1100_014,SP_scene_1100_014_a804db6fe9c2,Following,Low,,
Scene_scene_1100_014,SP_scene_1100_014_378fb858beb4,Preceding,High,,
Scene_scene_1100_014,SP_scene_1100_014_7359c80dab2f,,,,
Scene_scene_1100_014,SP_scene_1100_014_01f47ef1cbd0,LeftFollowing,,,
Scene_scene_1100_014,SP_scene_1100_014_651025150bdc,RightPreceding,Low,,
Scene_scene_1100_014,SP_scene_1100_014_72aab0ce7edd,RightFollowing,,,
Scene_scene_1100_014,SP_scene_1100_014_f4c11233de34,RightAlongside,,,
Scene_scene_1100_014,SP_scene_1100_014_68a8bf946d3e,LeftFollowing,,,
Scene_scene_1100_014,SP_scene_1100_014_1c53781f92e0,,,,
Scene_scene_1100_014,SP_scene_1100_014_45e15aab5ac8,RightPreceding,,,
Scene_scene_1100_014,SP_scene_1100_014_a6a655978ada,RightPreceding,Low,,
Scene_scene_1100_014,SP_scene_1100_014_420c7fb99649,Following,Low,,
Scene_scene_1100_014,SP_scene_1100_014_c93943d3a180,RightFollowing,,,
Scene_scene_1100_014,SP_scene_1100_014_d9987d64d355,RightPreceding,,,
Scene_scene_1100_014,SP_scene_1100_014_a90302944c19,LeftPreceding,Medium,,
Scene_scene_1100_014,SP_scene_1100_014_9a73e105c3c4,RightFollowing,,,
Scene_scene_1100_014,SP_scene_1100_014_f57669d7a8b4,Following,,,
Scene_scene_1100_014,SP_scene_1100_014_6a768808246d,RightPreceding,,,
Scene_scene_1100_014,SP_scene_1100_014_884b54b757ac,LeftPreceding,Low,,
Scene_scene_1100_014,SP_scene_1100_014_463324be8536,RightPreceding,,,
Scene_scene_1100_014,SP_scene_1100_014_402c70770e3b,LeftFollowing,,,
Scene_scene_1100_014,SP_scene_1100_014_98c29acb8087,,,,
Scene_scene_1100_014,SP_scene_1100_014_24e0072aa659,LeftFollowing,,,
Scene_scene_1100_014,SP_scene_1100_014_31b871a455d1,LeftFollowing,Low,,
Scene_scene_0103_014,SP_scene_0103_014_4e0eee6ce8ba,LeftFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_4819357d6c8b,RightFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_2b17d909a033,LeftFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_40465f69677f,,,,
Scene_scene_0103_014,SP_scene_0103_014_17ea12721b5c,LeftFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_12877c7f310f,LeftPreceding,,,
Scene_scene_0103_014,SP_scene_0103_014_86cbf5b990c0,RightFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_d5409ca89732,RightFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_4ef0a96dea45,LeftFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_9194ada64f3d,LeftPreceding,Low,,
Scene_scene_0103_014,SP_scene_0103_014_fa3a077571b5,RightFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_a57d75976446,LeftPreceding,Low,,
Scene_scene_0103_014,SP_scene_0103_014_a9d2e4e4f827,LeftFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_bf592f9b1456,LeftPreceding,Medium,,
Scene_scene_0103_014,SP_scene_0103_014_53489393ef8b,,Low,,
Scene_scene_0103_014,SP_scene_0103_014_ad562bb7e9b2,RightFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_3047227016a2,Following,,,
Scene_scene_0103_014,SP_scene_0103_014_87c10c7c83b6,LeftFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_7a2bd3544506,RightFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_c27074ec6aa9,LeftPreceding,Low,,
Scene_scene_0103_014,SP_scene_0103_014_d0c9fadea0d4,LeftFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_51bf1bf5c8bb,LeftFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_874e6b33ccf6,LeftFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_c375527f0aba,LeftFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_4b554b006fb2,LeftAlongside,Low,,
Scene_scene_0103_014,SP_scene_0103_014_af3462ccde5a,RightPreceding,Medium,,
Scene_scene_0103_014,SP_scene_0103_014_ff9db860f692,,Low,,
Scene_scene_0103_014,SP_scene_0103_014_9a0eb8529a08,LeftPreceding,Low,,
Scene_scene_0103_014,SP_scene_0103_014_1038d4e5898c,RightFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_06f87e2ac544,RightFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_1b74348028bc,RightPreceding,Low,,
Scene_scene_0103_014,SP_scene_0103_014_d4942571c6fb,LeftPreceding,Low,,
Scene_scene_0103_014,SP_scene_0103_014_f24ee0f1645f,LeftPreceding,Low,,
Scene_scene_0103_014,SP_scene_0103_014_6198e3b2103f,RightFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_55f3a8913a78,RightPreceding,Medium,,
Scene_scene_0103_014,SP_scene_0103_014_64ef24bf63b2,RightFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_6df500d2ed6c,LeftPreceding,Low,,
Scene_scene_0103_014,SP_scene_0103_014_5d6135c27a78,RightPreceding,Low,,
Scene_scene_0103_014,SP_scene_0103_014_0772ee9b5984,RightPreceding,Low,,
Scene_scene_0103_014,SP_scene_0103_014_5c5460263f17,LeftFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_5b73f518f1da,,Low,,
Scene_scene_0103_014,SP_scene_0103_014_c57897fcb100,RightPreceding,,,
Scene_scene_0103_014,SP_scene_0103_014_c15100cb5ff3,LeftPreceding,Low,,
Scene_scene_0103_014,SP_scene_0103_014_517f5747c1cf,LeftFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_343ea5f5d158,,Low,,
Scene_scene_0103_014,SP_scene_0103_014_49653850b174,RightFollowing,,,
Scene_scene_0103_014,SP_scene_0103_014_ebf14fafa5e8,RightPreceding,Medium,,
Scene_scene_0103_014,SP_scene_0103_014_f68e48f5a5c2,LeftPreceding,Low,,
Scene_scene_1094_023,SP_scene_1094_023_d5e4c7428022,LeftFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_26c0fe7b7be7,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_d5d9ead9e402,RightPreceding,High,,
Scene_scene_1094_023,SP_scene_1094_023_1b25194cab62,Preceding,,,
Scene_scene_1094_023,SP_scene_1094_023_dca503c4339d,LeftFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_7f6af0dc2eec,LeftFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_0ed11751b86b,RightPreceding,Medium,,
Scene_scene_1094_023,SP_scene_1094_023_50edb7922349,Following,,,
Scene_scene_1094_023,SP_scene_1094_023_d3fa8031c2bb,RightAlongside,Low,,
Scene_scene_1094_023,SP_scene_1094_023_b951c1451092,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_a03167fe24f2,,Medium,,
Scene_scene_1094_023,SP_scene_1094_023_5ca2bad0d1a8,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_3b456a991fa2,RightPreceding,Medium,,
Scene_scene_1094_023,SP_scene_1094_023_edf517c8ee4a,,Low,,
Scene_scene_1094_023,SP_scene_1094_023_68b81debca3b,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_a2c524eee269,,,,
Scene_scene_1094_023,SP_scene_1094_023_2de8f44411b9,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_8011a3274603,Preceding,,,
Scene_scene_1094_023,SP_scene_1094_023_476f6d77c436,,,,
Scene_scene_1094_023,SP_scene_1094_023_d53e21598d6c,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_905cee92fb0c,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_bd656d63547d,RightAlongside,,,
Scene_scene_1094_023,SP_scene_1094_023_41876cb997c0,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_e82dde094e49,RightAlongside,,,
Scene_scene_1094_023,SP_scene_1094_023_15bedc5fe6fb,RightPreceding,High,,
Scene_scene_1094_023,SP_scene_1094_023_633468335667,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_b11a0657aa03,,,,
Scene_scene_1094_023,SP_scene_1094_023_05fa7fa30f5a,LeftFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_70c3064b13dc,,,,
Scene_scene_1094_023,SP_scene_1094_023_bb04d5efa716,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_f4f4ecbd2408,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_5d8927063f53,LeftFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_c6962906d4e7,LeftPreceding,,,
Scene_scene_1094_023,SP_scene_1094_023_03a8cab65bd3,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_dd6b6fbf9f4e,,Medium,,
Scene_scene_1094_023,SP_scene_1094_023_4f51a30f662c,LeftFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_92698fe5e7e3,LeftPreceding,Medium,,
Scene_scene_1094_023,SP_scene_1094_023_39c572ddbacb,,,,
Scene_scene_1094_023,SP_scene_1094_023_daa4bf02ea3c,RightPreceding,High,,
Scene_scene_1094_023,SP_scene_1094_023_905dffdea722,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_de5ae9b53ecf,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_6c96ddd60b55,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_f66c11381d7b,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_2694661b4dc8,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_6b27b520a70b,LeftPreceding,Medium,,
Scene_scene_1094_023,SP_scene_1094_023_e8a57825726b,RightFollowing,,,
Scene_scene_1094_023,SP_scene_1094_023_019012a2e97b,,,,
Scene_scene_1094_023,SP_scene_1094_023_88bb0f0368e3,RightPreceding,Medium,,
Scene_scene_0916_038,SP_scene_0916_038_2b0f74d77f8e,LeftFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_fb6d8db3504f,RightFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_2b1f2648ea1f,RightFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_baee3f3440bd,RightFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_e24f2edefb9c,RightFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_912938495032,RightFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_473d4ec9ec33,RightPreceding,Medium,,
Scene_scene_0916_038,SP_scene_0916_038_803f0765a693,RightAlongside,Low,,
Scene_scene_0916_038,SP_scene_0916_038_0fc22214619c,RightFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_6aaf0ebe8c9a,RightPreceding,Low,,
Scene_scene_0916_038,SP_scene_0916_038_feab4ec64d3f,RightPreceding,Low,,
Scene_scene_0916_038,SP_scene_0916_038_384021d8dbb3,RightPreceding,Low,,
Scene_scene_0916_038,SP_scene_0916_038_49cc91227fba,RightFollowing,Low,,
Scene_scene_0916_038,SP_scene_0916_038_dd21509431fe,RightPreceding,Low,,
Scene_scene_0916_038,SP_scene_0916_038_f362a1b279be,Following,,,
Scene_scene_0916_038,SP_scene_0916_038_6eb74dfa91ef,,,,
Scene_scene_0916_038,SP_scene_0916_038_290a44e9dec5,LeftFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_21cc0b8a7042,RightFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_9f2c7ec9a113,Following,,,
Scene_scene_0916_038,SP_scene_0916_038_26437a48e021,LeftFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_7b4948082ae7,LeftFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_d768e58783ad,Following,,,
Scene_scene_0916_038,SP_scene_0916_038_a0bb745c4dcf,RightFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_15a77ce1be90,RightFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_bb874c4b01c0,LeftFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_dbf7a41b2fc7,RightFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_1fcf5a4f2ee7,RightPreceding,Low,,
Scene_scene_0916_038,SP_scene_0916_038_6f1fdc3c6f03,LeftPreceding,Medium,,
Scene_scene_0916_038,SP_scene_0916_038_51a24707bf08,LeftFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_8f719357211e,LeftFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_5e920aeefed5,RightFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_063cf4ae22ea,Preceding,Medium,,
Scene_scene_0916_038,SP_scene_0916_038_dcd018d2083f,Following,,,
Scene_scene_0916_038,SP_scene_0916_038_41f9835e9d1b,RightPreceding,Medium,,
Scene_scene_0916_038,SP_scene_0916_038_7d5a3ce2a3df,RightPreceding,Low,,
Scene_scene_0916_038,SP_scene_0916_038_21c9658a488c,,,,
Scene_scene_0916_038,SP_scene_0916_038_54e18a7b5a8f,LeftFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_8a811ba04d3a,LeftFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_8ccc0764ebe9,RightPreceding,Low,,
Scene_scene_0916_038,SP_scene_0916_038_a2a04e50b6a4,RightPreceding,Medium,,
Scene_scene_0916_038,SP_scene_0916_038_79f8c4a7da91,,,,
Scene_scene_0916_038,SP_scene_0916_038_3bca3d06602f,RightFollowing,,,
Scene_scene_0916_038,SP_scene_0916_038_37b496e32280,LeftFollowing,,,
Scene_scene_0103_006,SP_scene_0103_006_4e0eee6ce8ba,LeftPreceding,High,,
Scene_scene_0103_006,SP_scene_0103_006_4819357d6c8b,RightFollowing,,,
Scene_scene_0103_006,SP_scene_0103_006_590b9178d22a,RightFollowing,,,
Scene_scene_0103_006,SP_scene_0103_006_2b17d909a033,LeftPreceding,,,
